id,token,voter,grantAddress,amount,amountUSD,coefficient,last_score_timestamp,rawScore
0x2215121ff044e64b6bd917485a60d41765c1f9331f8d337f2c1b40af7de81460,0x0000000000000000000000000000000000000000,0xc9eaa80f50d428bc0e36ed410887fd4aaabbb6b6,0x4c1a316de360e08817eb88dd31a0e7305005fb65,700000000000000.0,1.25282557,0,2023-08-01T03:13:22,34.504
0x934a43f72e0a632bd04b8784a967aa69d578024fe21e7904688a19c70c1077f2,0x0000000000000000000000000000000000000000,0x7f8ee72292f3566168f0e5fd9d3b87dbce00c8cc,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,100000000000000.0,0.18222042,0,2023-08-20T08:03:59,28.395
0x934a43f72e0a632bd04b8784a967aa69d578024fe21e7904688a19c70c1077f2,0x0000000000000000000000000000000000000000,0x7f8ee72292f3566168f0e5fd9d3b87dbce00c8cc,0x80b1b27e94ddbd687f5200dd48c408d7e5f53740,100000000000000.0,0.18222042,0,2023-08-20T08:03:59,28.395
0xce2bf1aa4846d6ea41c85be925adde06d8faddf206a9c6020e7af2055cf77072,0x0000000000000000000000000000000000000000,0x327f66c77330ad01cbe89de9523811cba0c33fe6,0x99d5ce23335bffc8289f67eb2723270776f2785e,1000000000000000.0,1.69297234,1,2023-08-17T21:49:21,20.3
0x6573095975721940102ebf15359b08038e1b78728e7fa9da7427e904e203e018,0x0000000000000000000000000000000000000000,0x4de2f7c6b58932e4899ece5be8a8a3c0395f6d0e,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,553700000000000.0,0.9947055,0,2023-08-17T05:44:12,23.884
0x6573095975721940102ebf15359b08038e1b78728e7fa9da7427e904e203e018,0x0000000000000000000000000000000000000000,0x4de2f7c6b58932e4899ece5be8a8a3c0395f6d0e,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,553700000000000.0,0.9947055,0,2023-08-17T05:44:12,23.884
0xa166c349786876b118d6415cbe2a9c13856f4c014703df09338d74dd0e628292,0x0000000000000000000000000000000000000000,0xfba11c84041c2d70a8a3a724c5d5212e50ba858a,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,700000000000000.0,1.275543,0,2023-08-16T08:42:29,49.585
0xa166c349786876b118d6415cbe2a9c13856f4c014703df09338d74dd0e628292,0x0000000000000000000000000000000000000000,0xfba11c84041c2d70a8a3a724c5d5212e50ba858a,0xfa2ba43521c72cc5594d725373b0c03fa3661922,700000000000000.0,1.275543,0,2023-08-16T08:42:29,49.585
0xa166c349786876b118d6415cbe2a9c13856f4c014703df09338d74dd0e628292,0x0000000000000000000000000000000000000000,0xfba11c84041c2d70a8a3a724c5d5212e50ba858a,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,700000000000000.0,1.275543,0,2023-08-16T08:42:29,49.585
0x9d4fabd63f0d8f0836b1823a4460997850300ba24bcdbd48c49d6f4a2ee419f2,0x0000000000000000000000000000000000000000,0xd4627fd6840d8cbe44e39521d39a637191cfaf02,0x65f1303c261e34b7b99f0136ccbd58dedf6cefe9,550000000000000.0,1.00318015,1,2023-08-16T10:10:19,25.964
0xc5f56cf469feb9f5564b95d2cb5e3773cf3e85a52d275b347066929fa1de0d9b,0x0000000000000000000000000000000000000000,0x748c47d90411705eb6c809eea468c9189b36d957,0x99d5ce23335bffc8289f67eb2723270776f2785e,580000000000000.0,1.00754458,1,2023-08-17T20:44:14,20.419
0xc8fe844fee67282e5f71fdbfc1eb3d3d16da3b6cc6d6b7343cc0620753269d92,0x0000000000000000000000000000000000000000,0xccee632d511d58c17d16aa0fc55008f04a88bbd4,0x99d5ce23335bffc8289f67eb2723270776f2785e,700000000000000.0,1.27677473,0,2023-08-16T09:46:07,0.0
0xa5c75e7340331cfb4ffd3f72b2bc60795a9f750cd8a81e68f509f25f2a0e5e69,0x0000000000000000000000000000000000000000,0xc05aa471f3bf88c940812d17a7630f620f003778,0x80b1b27e94ddbd687f5200dd48c408d7e5f53740,1000000000000000.0,1.81152016,0,2023-07-31T16:02:05,40.485
0x964bdc247e5f78cee49e11b96d3fca2c7fbf2f053e2e4f8d303d13b582b3cf5d,0x0000000000000000000000000000000000000000,0x81cc36dda894256aa95458f78b4029381b09bdfb,0x5041a1c1dcc760337e99b03db60feaf5f6f6c802,710000000000000.0,1.18535861,0,2023-08-05T09:26:18,31.317
0x9b19c54b80b79bc39688aaefe85263ff1165eed89a2840b8b89f0f7137797399,0x0000000000000000000000000000000000000000,0x9eea3758c086a3d126380dcd24729e83b8272096,0x4c1a316de360e08817eb88dd31a0e7305005fb65,1000000000000000.0,1.68087146,0,2023-08-16T03:24:13,24.567
0x899f2f4929d1c80d8ac33f6663a66e97669370849c4daa1b5827d9bb6109d9b3,0x0000000000000000000000000000000000000000,0x340c7e4ce7286919179c18c050b3516c40e42bdd,0x4c1a316de360e08817eb88dd31a0e7305005fb65,11800000000000.0,0.0192982,0,2023-08-16T02:27:16,33.085
0x35c7918b88b24e9987af2a0b8714ac46c48c490018e7878aebbc6424039c9340,0x0000000000000000000000000000000000000000,0x80e7041b85488c0aa64eb9c3e6c326209f5954de,0x65f1303c261e34b7b99f0136ccbd58dedf6cefe9,1000000000000000.0,1.65867252,0,2023-07-30T07:31:11,21.48
0xa350699a0cf6834f7192bc9074b8808ba1b7f0b430e14891cd259e41dcca0dfc,0x0000000000000000000000000000000000000000,0xc48bb0ead4a11f9ce1495bce8d21c1b3cd550c7a,0x99d5ce23335bffc8289f67eb2723270776f2785e,500000000000000.0,0.91345656,0,2023-08-16T23:25:04,21.706
0x84b47552c7f5f59960034cdb2ae06189563e5b16c6eae39bd022e8931a9ec597,0x0000000000000000000000000000000000000000,0x4e16c6d4ab2648b18f921ecf5ee2a8c2eba78f31,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,3000000000000000.0,5.00057997,1,2023-08-22T03:24:29,33.924
0x7f46dbe085d88c49255db73bb69fb324c58160c1e55980c1901bc6b9523567e5,0x0000000000000000000000000000000000000000,0xa7e9dbb781a18f67d115ff8a7b5512a182ddd9a9,0x99d5ce23335bffc8289f67eb2723270776f2785e,1000000000000000.0,1.82318593,0,2023-08-07T15:29:18,21.599
0xd1440a85c977985a608b40695886b44105b643c7be8d8f4f80a251cbea10754a,0x0000000000000000000000000000000000000000,0x58c58d02323af6659e8d94fe3feb14385503a8f9,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,300000000000000.0,0.53830563,0,2023-08-26T08:30:10,21.596
0xd1440a85c977985a608b40695886b44105b643c7be8d8f4f80a251cbea10754a,0x0000000000000000000000000000000000000000,0x58c58d02323af6659e8d94fe3feb14385503a8f9,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,300000000000000.0,0.53830563,0,2023-08-26T08:30:10,21.596
0xd1440a85c977985a608b40695886b44105b643c7be8d8f4f80a251cbea10754a,0x0000000000000000000000000000000000000000,0x58c58d02323af6659e8d94fe3feb14385503a8f9,0x763d7d362b59aea3858a92a302e18cd41b1252d4,300000000000000.0,0.53830563,0,2023-08-26T08:30:10,21.596
0x4043302e4a88e0361d9beafa918a731c5a440582134bebb48712a9caeb0fb62d,0x0000000000000000000000000000000000000000,0x22483eeb5322608e4e99484f6ca661a6ef09d461,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,2000000000000000.0,3.57021395,0,2023-08-16T13:18:46,22.938
0x5e7d57c60d85086a78cffe7a26319ae31e9848d221985c2e635d53c04d1194ec,0x0000000000000000000000000000000000000000,0x4c10a221868626dc38bf415fc8941d61c78a5eb2,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,200000000000000.0,0.33289846,0,2023-08-19T04:51:26,17.44
0x41ff5ae2cfb90019692522d11d0f35f05e18a2da53a0988815d3dcc198518da2,0x0000000000000000000000000000000000000000,0x7b3ad5d47a1a3840537bf2cbfe727b2c14b78048,0x99d5ce23335bffc8289f67eb2723270776f2785e,7000000000000000.0,11.18157631,1,,
0x9c405e3d96e611f98b38062d321ec3bda90ce11bdf0164a038727b5fc80a6d9c,0x0000000000000000000000000000000000000000,0xc8c969220095e9e2c406847d0b5418e3f1c7019b,0x4c1a316de360e08817eb88dd31a0e7305005fb65,16000000000000.0,0.02616706,0,2023-08-17T06:57:09,36.225
0x3daabc0d852a113097dae8da2851ea2a0955f945958d007467fa2c8105588d24,0x0000000000000000000000000000000000000000,0xe12293d7d96fddbdfc40cc2dcf4cefdbd6601cbc,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,550000000000000.0,1.00119498,0,2023-07-28T18:46:16,25.758
0x8fdebf8f9b8e5dab321e1dc7b471bbc82406e8b6f7f16d211e06dd1cf2a0f5fa,0x0000000000000000000000000000000000000000,0xfcbc07905fee2d64025461b8ddb27f77f256827f,0xa1f01e5cc9562ed061b0e3dddd3e82ef69a1cebd,2500000000000000.0,4.57147664,0,2023-08-15T20:56:25,13.338
0x9fc28f71180421ff6396d50882c8e9605479bec8d1b3e5dc4ae625fe79d18fed,0x0000000000000000000000000000000000000000,0x894436fa26ca07306fa4f1f3a2bf4c150f3173c1,0x4c1a316de360e08817eb88dd31a0e7305005fb65,100000000000000.0,0.18198517,0,2023-08-12T14:13:36,23.515
0x5d994b163f1ef6cd86677c13c4b8730d6ad0afdb51dc38f475c03c202aa2fb49,0x0000000000000000000000000000000000000000,0x213988de4c6b60dec2f223d37d863bf232ca147b,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,600000000000000.0,1.09221271,0,2023-08-16T09:07:16,30.345
0x5d994b163f1ef6cd86677c13c4b8730d6ad0afdb51dc38f475c03c202aa2fb49,0x0000000000000000000000000000000000000000,0x213988de4c6b60dec2f223d37d863bf232ca147b,0x80b1b27e94ddbd687f5200dd48c408d7e5f53740,600000000000000.0,1.09221271,0,2023-08-16T09:07:16,30.345
0x9201dea0e5347a324a7560facf603d9a98d87f871c033aea28f1acef83fe7df7,0x0000000000000000000000000000000000000000,0x9cf4dbab25fd916d09f73217b6852cc2347d14ba,0x80b1b27e94ddbd687f5200dd48c408d7e5f53740,1200000000000000.0,2.15631406,0,2023-08-26T02:04:21,48.425
0x5003dd89986530920dd42f3e565a11662f42a5f3409eb77e0c6ef93e1f5a77af,0x0000000000000000000000000000000000000000,0xcb6fd6132182a7b7b688e826413f593018dfcce4,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,560000000000000.0,1.01939853,0,2023-07-29T12:47:15,18.807
0x5003dd89986530920dd42f3e565a11662f42a5f3409eb77e0c6ef93e1f5a77af,0x0000000000000000000000000000000000000000,0xcb6fd6132182a7b7b688e826413f593018dfcce4,0x5041a1c1dcc760337e99b03db60feaf5f6f6c802,560000000000000.0,1.01939853,0,2023-07-29T12:47:15,18.807
0x5003dd89986530920dd42f3e565a11662f42a5f3409eb77e0c6ef93e1f5a77af,0x0000000000000000000000000000000000000000,0xcb6fd6132182a7b7b688e826413f593018dfcce4,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,560000000000000.0,1.01939853,0,2023-07-29T12:47:15,18.807
0x5003dd89986530920dd42f3e565a11662f42a5f3409eb77e0c6ef93e1f5a77af,0x0000000000000000000000000000000000000000,0xcb6fd6132182a7b7b688e826413f593018dfcce4,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,560000000000000.0,1.01939853,0,2023-07-29T12:47:15,18.807
0xaf7314fc8a15c2dcf0bbd7ed8390ddd418667a0d4fca6caadf40acd281c7d55a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x2245c733dd052343b60f44130a25c9f574a696d4,0x4c1a316de360e08817eb88dd31a0e7305005fb65,1e+18,0.99909371,0,2023-08-24T10:26:29,26.555
0x273cd38616e275816c2b77994764d5412238d9d8c17831f58ef7b8158aeed781,0x0000000000000000000000000000000000000000,0xe04885c3f1419c6e8495c33bdcf5f8387cd88846,0x65f1303c261e34b7b99f0136ccbd58dedf6cefe9,3000000000000000.0,5.38305638,0,2023-07-25T20:28:08,40.078
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0x97d25ce39d27fbafc60c3bf50f2675c0eed71b5c,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0x4f8c531df3d97c6cd437ac8dfe756975445d1161,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0x5041a1c1dcc760337e99b03db60feaf5f6f6c802,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0x763d7d362b59aea3858a92a302e18cd41b1252d4,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0x99d5ce23335bffc8289f67eb2723270776f2785e,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0x80b1b27e94ddbd687f5200dd48c408d7e5f53740,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0xd43d2f8c0d8844154583e20fbaa30ed1c1cccdba,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0xfa2ba43521c72cc5594d725373b0c03fa3661922,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x677da3085c60716324f82c8516b399a116eaf9cb8a6931dd2f3cf70619114c9a,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xbfee3f43355846aa2d6e0101575006324f836d86,0xa1f01e5cc9562ed061b0e3dddd3e82ef69a1cebd,2e+18,1.99874296,1,2023-08-22T05:37:17,31.394
0x98f4d3366236bc47371d1c4cfa4c521dbcc87dd9d5834ae6770f7461de6b77da,0x0000000000000000000000000000000000000000,0x85b5e540a0ff6c2923ca8aab43b69bec64bd6a08,0x80b1b27e94ddbd687f5200dd48c408d7e5f53740,710000000000000.0,1.18390054,0,2023-08-28T00:46:06,11.629
0xbf7d37cfdfb4512cbb8042dd0741b9d599a33126660bafd15c3889ef434f6daf,0x0000000000000000000000000000000000000000,0xff2fbfc8826302c0d6fa6390ffc71e54686645aa,0xa1f01e5cc9562ed061b0e3dddd3e82ef69a1cebd,1.24e+16,20.60980706,1,,
0xd018f9c397636e5dbe73ba6cc1b782c80d53fdc513be0b9e855d6b50db4d28b7,0x0000000000000000000000000000000000000000,0x0000141eae0fd6d577e3c1702d19cb83c1943806,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,1290000000000000.0,2.16009866,1,2023-08-28T21:49:43,27.045
0x29268ca771d9168fa4eae20be77b1c0b7e8ee742f1da32449addc1dbaaff6335,0x0000000000000000000000000000000000000000,0xa7c6a8782632733d48246bf516475341dac6d65b,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,1000000000000000.0,1.67099344,0,2023-08-11T14:57:26,29.088
0xf62c544f37c0fa0e056e2b8cc80476c1cee4731216b6259121d3deb411890d49,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x0cf38d7d713db7bc9acf993e23b03f081eecbad9,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,5e+18,4.9979162,0,2023-08-21T06:57:00,21.357
0xf62c544f37c0fa0e056e2b8cc80476c1cee4731216b6259121d3deb411890d49,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x0cf38d7d713db7bc9acf993e23b03f081eecbad9,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,5e+18,4.9979162,0,2023-08-21T06:57:00,21.357
0xf62c544f37c0fa0e056e2b8cc80476c1cee4731216b6259121d3deb411890d49,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x0cf38d7d713db7bc9acf993e23b03f081eecbad9,0x5041a1c1dcc760337e99b03db60feaf5f6f6c802,5e+18,4.9979162,0,2023-08-21T06:57:00,21.357
0xa10949987d47e9b3d780aeafb06b3f56d1423acfc1fbf7804f47ad4dc4e8727f,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x81e48988d71b03d319b76eb61cf6ff13a9848030,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,5e+18,5.00099235,1,2023-08-27T20:40:46,36.515
0xa10949987d47e9b3d780aeafb06b3f56d1423acfc1fbf7804f47ad4dc4e8727f,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x81e48988d71b03d319b76eb61cf6ff13a9848030,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,5e+18,5.00099235,1,2023-08-27T20:40:46,36.515
0xa10949987d47e9b3d780aeafb06b3f56d1423acfc1fbf7804f47ad4dc4e8727f,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x81e48988d71b03d319b76eb61cf6ff13a9848030,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,5e+18,5.00099235,1,2023-08-27T20:40:46,36.515
0xa10949987d47e9b3d780aeafb06b3f56d1423acfc1fbf7804f47ad4dc4e8727f,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x81e48988d71b03d319b76eb61cf6ff13a9848030,0x5041a1c1dcc760337e99b03db60feaf5f6f6c802,5e+18,5.00099235,1,2023-08-27T20:40:46,36.515
0xa10949987d47e9b3d780aeafb06b3f56d1423acfc1fbf7804f47ad4dc4e8727f,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x81e48988d71b03d319b76eb61cf6ff13a9848030,0x99d5ce23335bffc8289f67eb2723270776f2785e,5e+18,5.00099235,1,2023-08-27T20:40:46,36.515
0xa0f4513b0b185e23468e4e03336af499abb806f18cc6f47c1f7f32476b9a4263,0x0000000000000000000000000000000000000000,0x01ca509ef204ca1549320fb3e2527517acf93e7f,0x763d7d362b59aea3858a92a302e18cd41b1252d4,100000000000000.0,0.18203545,0,2023-08-27T14:52:12,21.776
0xa0f4513b0b185e23468e4e03336af499abb806f18cc6f47c1f7f32476b9a4263,0x0000000000000000000000000000000000000000,0x01ca509ef204ca1549320fb3e2527517acf93e7f,0xfa2ba43521c72cc5594d725373b0c03fa3661922,100000000000000.0,0.18203545,0,2023-08-27T14:52:12,21.776
0xcb46c581c13141245d2a5d169ad12f62d652c2e38c0479f8260fb5940091c0c1,0x0000000000000000000000000000000000000000,0x4827ad7fb8b7c1a3c1b638e1667f89ad8523f2fa,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,1100000000000000.0,2.00183693,0,2023-08-17T05:18:32,21.487
0x4ed32837d0857d731a77393346b57c6f17294882b13b7b8e7d5696259747ee80,0x0000000000000000000000000000000000000000,0x5c1389dea2c418c1c0c10ef210851942a1d67fc4,0x5041a1c1dcc760337e99b03db60feaf5f6f6c802,700000000000000.0,1.16866342,0,2023-08-06T20:59:10,40.596
0x4ed32837d0857d731a77393346b57c6f17294882b13b7b8e7d5696259747ee80,0x0000000000000000000000000000000000000000,0x5c1389dea2c418c1c0c10ef210851942a1d67fc4,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,700000000000000.0,1.16866342,0,2023-08-06T20:59:10,40.596
0x72e76dc24864ee04721580016540c272494956cf1a1e6a253db566b258f7435a,0x0000000000000000000000000000000000000000,0x7631013c85486a6027109e4b595c149f598b4706,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,1300000000000000.0,2.17278456,1,2023-08-21T20:04:36,26.685
0xd4ea47e6b675af6189d70e9124ba092ba47c0b2bf390ee791dafebce7c44ae0d,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0xace1f1c6c5c89ae3fc3209ff92e7120fb74445aa,0xfa2ba43521c72cc5594d725373b0c03fa3661922,1e+18,0.99998335,0,2023-08-26T23:19:05,57.724
0x445314f0fb08691fc16a7e1c71a53aa63e44c341f28dc6317f1a84b6d3603996,0x0000000000000000000000000000000000000000,0x9678d6c9e81df24c546042c3995c6e6786f184d2,0x763d7d362b59aea3858a92a302e18cd41b1252d4,500000000000000.0,0.86700915,0,2023-08-23T19:46:29,14.768
0x763ce4677f703ca2a5bd97c1a0e538c4a9c392a45274668180bfa1471e22824f,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x3a95ead303a1b545e3d7a38fb7cb3a7944b8bebd,0x29567bdbcc92acf37ac6b56b69180857bb69f7d1,1.1e+18,1.10013315,0,2023-08-16T14:52:06,38.184
0x2711b6fa08de476b9343c1b8d6e53dd8caa2428297e8e9c3484b60423ff884e6,0x0000000000000000000000000000000000000000,0xfdde7ae208b3596f1982d66f6bae4cdabf29244b,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,700000000000000.0,1.16866342,0,2023-08-05T09:29:50,31.317
0x6929e16ba81cd49c76290db11ee9bcb1c30ff9d507da316bebf5e262c6e9ac96,0x0000000000000000000000000000000000000000,0x35256a90716c0f3ff95351abfd0194fef64f397e,0x65f1303c261e34b7b99f0136ccbd58dedf6cefe9,1820000000000000.0,2.99081654,1,2023-08-27T11:29:07,33.074
0x6929e16ba81cd49c76290db11ee9bcb1c30ff9d507da316bebf5e262c6e9ac96,0x0000000000000000000000000000000000000000,0x35256a90716c0f3ff95351abfd0194fef64f397e,0xfa2ba43521c72cc5594d725373b0c03fa3661922,1820000000000000.0,2.99081654,1,2023-08-27T11:29:07,33.074
0x6929e16ba81cd49c76290db11ee9bcb1c30ff9d507da316bebf5e262c6e9ac96,0x0000000000000000000000000000000000000000,0x35256a90716c0f3ff95351abfd0194fef64f397e,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,1820000000000000.0,2.99081654,1,2023-08-27T11:29:07,33.074
0x6929e16ba81cd49c76290db11ee9bcb1c30ff9d507da316bebf5e262c6e9ac96,0x0000000000000000000000000000000000000000,0x35256a90716c0f3ff95351abfd0194fef64f397e,0x763d7d362b59aea3858a92a302e18cd41b1252d4,1820000000000000.0,2.99081654,1,2023-08-27T11:29:07,33.074
0x5e981aa4856d1173ddc011268932248ec068758462899ae32c1f37726e6465fb,0x0000000000000000000000000000000000000000,0xbe085c573afdb8ab9904e80a1cd9bb9964a68abd,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,2800000000000000.0,5.09558493,1,2023-08-20T08:15:50,24.325
